t;alpha;omega
78.65; 3.14; 3.50004e-16
78.65; 3.14; 3.50004e-16
78.7; 3.14; 3.50004e-16
78.7; 3.14; 3.50004e-16
78.75; 3.14; 3.50004e-16
78.75; 3.14; 3.50004e-16
78.8; 3.14; 3.50004e-16
78.8; 3.14; 3.50004e-16
78.85; 3.14; 3.50004e-16
78.85; 3.14; 3.50004e-16
78.9; 3.14; 3.50004e-16
78.9; 3.14; 3.50004e-16
78.95; 3.14; 3.50004e-16
78.95; 3.14; 3.50004e-16
79; 3.14; 3.50004e-16
79; 3.14; 3.50004e-16
79.05; 3.14; 3.50004e-16
79.05; 3.14; 3.50004e-16
79.1; 3.14; 3.50004e-16
79.1; 3.14; 3.50004e-16
79.15; 3.14; 3.50004e-16
79.15; 3.14; 3.50004e-16
79.2; 3.14; 3.50004e-16
79.2; 3.14; 3.50004e-16
79.25; 3.14; 3.50004e-16
79.25; 3.14; 3.50004e-16
79.3; 3.14; 3.50004e-16
79.3; 3.14; 3.50004e-16
79.35; 3.14; 3.50004e-16
79.35; 3.14; 3.50004e-16
79.4; 3.14; 3.50004e-16
79.4; 3.14; 3.50004e-16
79.45; 3.14; 3.50004e-16
79.45; 3.14; 3.50004e-16
79.5; 3.14; 3.50004e-16
79.5; 3.14; 3.50004e-16
79.55; 3.14; 3.50004e-16
79.55; 3.14; 3.50004e-16
79.6; 3.14; 3.50004e-16
79.6; 3.14; 3.50004e-16
79.65; 3.14; 3.50004e-16
79.65; 3.14; 3.50004e-16
79.7; 3.14; 3.50004e-16
79.7; 3.14; 3.50004e-16
79.75; 3.14; 3.50004e-16
79.75; 3.14; 3.50004e-16
79.8; 3.14; 3.50004e-16
79.8; 3.14; 3.50004e-16
79.85; 3.14; 3.50004e-16
79.85; 3.14; 3.50004e-16
79.9; 3.14; 3.50004e-16
79.9; 3.14; 3.50004e-16
79.95; 3.14; 3.50004e-16
79.95; 3.14; 3.50004e-16
80; 3.14; 3.50004e-16
80; 3.14; 3.50004e-16
80.05; 3.14; 3.50004e-16
80.05; 3.14; 3.50004e-16
80.1; 3.14; 3.50004e-16
80.1; 3.14; 3.50004e-16
80.15; 3.14; 3.50004e-16
80.15; 3.14; 3.50004e-16
80.2; 3.14; 3.50004e-16
80.2; 3.14; 3.50004e-16
80.25; 3.14; 3.50004e-16
80.25; 3.14; 3.50004e-16
80.3; 3.14; 3.50004e-16
80.3; 3.14; 3.50004e-16
80.35; 3.14; 3.50004e-16
80.35; 3.14; 3.50004e-16
80.4; 3.14; 3.50004e-16
80.4; 3.14; 3.50004e-16
80.45; 3.14; 3.50004e-16
80.45; 3.14; 3.50004e-16
80.5; 3.14; 3.50004e-16
80.5; 3.14; 3.50004e-16
80.55; 3.14; 3.50004e-16
80.55; 3.14; 3.50004e-16
80.6; 3.14; 3.50004e-16
80.6; 3.14; 3.50004e-16
80.65; 3.14; 3.50004e-16
80.65; 3.14; 3.50004e-16
80.7; 3.14; 3.50004e-16
80.7; 3.14; 3.50004e-16
80.75; 3.14; 3.50004e-16
80.75; 3.14; 3.50004e-16
80.8; 3.14; 3.50004e-16
80.8; 3.14; 3.50004e-16
80.85; 3.14; 3.50004e-16
80.85; 3.14; 3.50004e-16
80.9; 3.14; 3.50004e-16
80.9; 3.14; 3.50004e-16
80.95; 3.14; 3.50004e-16
80.95; 3.14; 3.50004e-16
81; 3.14; 3.50004e-16
81; 3.14; 3.50004e-16
81.05; 3.14; 3.50004e-16
81.05; 3.14; 3.50004e-16
81.1; 3.14; 3.50004e-16
81.1; 3.14; 3.50004e-16
81.15; 3.14; 3.50004e-16
81.15; 3.14; 3.50004e-16
81.2; 3.14; 3.50004e-16
81.2; 3.14; 3.50004e-16
81.25; 3.14; 3.50004e-16
81.25; 3.14; 3.50004e-16
81.3; 3.14; 3.50004e-16
81.3; 3.14; 3.50004e-16
81.35; 3.14; 3.50004e-16
81.35; 3.14; 3.50004e-16
81.4; 3.14; 3.50004e-16
81.4; 3.14; 3.50004e-16
81.45; 3.14; 3.50004e-16
81.45; 3.14; 3.50004e-16
81.5; 3.14; 3.50004e-16
81.5; 3.14; 3.50004e-16
81.55; 3.14; 3.50004e-16
81.55; 3.14; 3.50004e-16
81.6; 3.14; 3.50004e-16
81.6; 3.14; 3.50004e-16
81.65; 3.14; 3.50004e-16
81.65; 3.14; 3.50004e-16
81.7; 3.14; 3.50004e-16
81.7; 3.14; 3.50004e-16
81.75; 3.14; 3.50004e-16
81.75; 3.14; 3.50004e-16
81.8; 3.14; 3.50004e-16
81.8; 3.14; 3.50004e-16
81.85; 3.14; 3.50004e-16
81.85; 3.14; 3.50004e-16
81.9; 3.14; 3.50004e-16
81.9; 3.14; 3.50004e-16
81.95; 3.14; 3.50004e-16
81.95; 3.14; 3.50004e-16
82; 3.14; 3.50004e-16
82; 3.14; 3.50004e-16
82.05; 3.14; 3.50004e-16
82.05; 3.14; 3.50004e-16
82.1; 3.14; 3.50004e-16
82.1; 3.14; 3.50004e-16
82.15; 3.14; 3.50004e-16
82.15; 3.14; 3.50004e-16
82.2; 3.14; 3.50004e-16
82.2; 3.14; 3.50004e-16
82.25; 3.14; 3.50004e-16
82.25; 3.14; 3.50004e-16
82.3; 3.14; 3.50004e-16
82.3; 3.14; 3.50004e-16
82.35; 3.14; 3.50004e-16
82.35; 3.14; 3.50004e-16
82.4; 3.14; 3.50004e-16
82.4; 3.14; 3.50004e-16
82.45; 3.14; 3.50004e-16
82.45; 3.14; 3.50004e-16
82.5; 3.14; 3.50004e-16
82.5; 3.14; 3.50004e-16
82.55; 3.14; 3.50004e-16
82.55; 3.14; 3.50004e-16
82.6; 3.14; 3.50004e-16
82.6; 3.14; 3.50004e-16
82.65; 3.14; 3.50004e-16
82.65; 3.14; 3.50004e-16
82.7; 3.14; 3.50004e-16
82.7; 3.14; 3.50004e-16
82.75; 3.14; 3.50004e-16
82.75; 3.14; 3.50004e-16
82.8; 3.14; 3.50004e-16
82.8; 3.14; 3.50004e-16
82.85; 3.14; 3.50004e-16
82.85; 3.14; 3.50004e-16
82.9; 3.14; 3.50004e-16
82.9; 3.14; 3.50004e-16
82.95; 3.14; 3.50004e-16
82.95; 3.14; 3.50004e-16
83; 3.14; 3.50004e-16
83; 3.14; 3.50004e-16
83.05; 3.14; 3.50004e-16
83.05; 3.14; 3.50004e-16
83.1; 3.14; 3.50004e-16
83.1; 3.14; 3.50004e-16
83.15; 3.14; 3.50004e-16
83.15; 3.14; 3.50004e-16
83.2; 3.14; 3.50004e-16
83.2; 3.14; 3.50004e-16
83.25; 3.14; 3.50004e-16
83.25; 3.14; 3.50004e-16
83.3; 3.14; 3.50004e-16
83.3; 3.14; 3.50004e-16
83.35; 3.14; 3.50004e-16
83.35; 3.14; 3.50004e-16
83.4; 3.14; 3.50004e-16
83.4; 3.14; 3.50004e-16
83.45; 3.14; 3.50004e-16
83.45; 3.14; 3.50004e-16
83.5; 3.14; 3.50004e-16
83.5; 3.14; 3.50004e-16
83.55; 3.14; 3.50004e-16
83.55; 3.14; 3.50004e-16
83.6; 3.14; 3.50004e-16
83.6; 3.14; 3.50004e-16
83.65; 3.14; 3.50004e-16
83.65; 3.14; 3.50004e-16
83.7; 3.14; 3.50004e-16
83.7; 3.14; 3.50004e-16
83.75; 3.14; 3.50004e-16
83.75; 3.14; 3.50004e-16
83.8; 3.14; 3.50004e-16
83.8; 3.14; 3.50004e-16
83.85; 3.14; 3.50004e-16
83.85; 3.14; 3.50004e-16
83.9; 3.14; 3.50004e-16
83.9; 3.14; 3.50004e-16
83.95; 3.14; 3.50004e-16
83.95; 3.14; 3.50004e-16
84; 3.14; 3.50004e-16
84; 3.14; 3.50004e-16
84.05; 3.14; 3.50004e-16
84.05; 3.14; 3.50004e-16
84.1; 3.14; 3.50004e-16
84.1; 3.14; 3.50004e-16
84.15; 3.14; 3.50004e-16
84.15; 3.14; 3.50004e-16
84.2; 3.14; 3.50004e-16
84.2; 3.14; 3.50004e-16
84.25; 3.14; 3.50004e-16
84.25; 3.14; 3.50004e-16
84.3; 3.14; 3.50004e-16
84.3; 3.14; 3.50004e-16
84.35; 3.14; 3.50004e-16
84.35; 3.14; 3.50004e-16
84.4; 3.14; 3.50004e-16
84.4; 3.14; 3.50004e-16
84.45; 3.14; 3.50004e-16
84.45; 3.14; 3.50004e-16
84.5; 3.14; 3.50004e-16
84.5; 3.14; 3.50004e-16
84.55; 3.14; 3.50004e-16
84.55; 3.14; 3.50004e-16
84.6; 3.14; 3.50004e-16
84.6; 3.14; 3.50004e-16
84.65; 3.14; 3.50004e-16
84.65; 3.14; 3.50004e-16
84.7; 3.14; 3.50004e-16
84.7; 3.14; 3.50004e-16
84.75; 3.14; 3.50004e-16
84.75; 3.14; 3.50004e-16
84.8; 3.14; 3.50004e-16
84.8; 3.14; 3.50004e-16
84.85; 3.14; 3.50004e-16
84.85; 3.14; 3.50004e-16
84.9; 3.14; 3.50004e-16
84.9; 3.14; 3.50004e-16
84.95; 3.14; 3.50004e-16
84.95; 3.14; 3.50004e-16
85; 3.14; 3.50004e-16
85; 3.14; 3.50004e-16
85.05; 3.14; 3.50004e-16
85.05; 3.14; 3.50004e-16
85.1; 3.14; 3.50004e-16
85.1; 3.14; 3.50004e-16
85.15; 3.14; 3.50004e-16
85.15; 3.14; 3.50004e-16
85.2; 3.14; 3.50004e-16
85.2; 3.14; 3.50004e-16
85.25; 3.14; 3.50004e-16
85.25; 3.14; 3.50004e-16
85.3; 3.14; 3.50004e-16
85.3; 3.14; 3.50004e-16
85.35; 3.14; 3.50004e-16
85.35; 3.14; 3.50004e-16
85.4; 3.14; 3.50004e-16
85.4; 3.14; 3.50004e-16
85.45; 3.14; 3.50004e-16
85.45; 3.14; 3.50004e-16
85.5; 3.14; 3.50004e-16
85.5; 3.14; 3.50004e-16
85.55; 3.14; 3.50004e-16
85.55; 3.14; 3.50004e-16
85.6; 3.14; 3.50004e-16
85.6; 3.14; 3.50004e-16
85.65; 3.14; 3.50004e-16
85.65; 3.14; 3.50004e-16
85.7; 3.14; 3.50004e-16
85.7; 3.14; 3.50004e-16
85.75; 3.14; 3.50004e-16
85.75; 3.14; 3.50004e-16
85.8; 3.14; 3.50004e-16
85.8; 3.14; 3.50004e-16
85.85; 3.14; 3.50004e-16
85.85; 3.14; 3.50004e-16
85.9; 3.14; 3.50004e-16
85.9; 3.14; 3.50004e-16
85.95; 3.14; 3.50004e-16
85.95; 3.14; 3.50004e-16
86; 3.14; 3.50004e-16
86; 3.14; 3.50004e-16
86.05; 3.14; 3.50004e-16
86.05; 3.14; 3.50004e-16
86.1; 3.14; 3.50004e-16
86.1; 3.14; 3.50004e-16
86.15; 3.14; 3.50004e-16
86.15; 3.14; 3.50004e-16
86.2; 3.14; 3.50004e-16
86.2; 3.14; 3.50004e-16
86.25; 3.14; 3.50004e-16
86.25; 3.14; 3.50004e-16
86.3; 3.14; 3.50004e-16
86.3; 3.14; 3.50004e-16
86.35; 3.14; 3.50004e-16
86.35; 3.14; 3.50004e-16
86.4; 3.14; 3.50004e-16
86.4; 3.14; 3.50004e-16
86.45; 3.14; 3.50004e-16
86.45; 3.14; 3.50004e-16
86.5; 3.14; 3.50004e-16
86.5; 3.14; 3.50004e-16
86.55; 3.14; 3.50004e-16
86.55; 3.14; 3.50004e-16
86.6; 3.14; 3.50004e-16
86.6; 3.14; 3.50004e-16
86.65; 3.14; 3.50004e-16
86.65; 3.14; 3.50004e-16
86.7; 3.14; 3.50004e-16
86.7; 3.14; 3.50004e-16
86.75; 3.14; 3.50004e-16
86.75; 3.14; 3.50004e-16
86.8; 3.14; 3.50004e-16
86.8; 3.14; 3.50004e-16
86.85; 3.14; 3.50004e-16
86.85; 3.14; 3.50004e-16
86.9; 3.14; 3.50004e-16
86.9; 3.14; 3.50004e-16
86.95; 3.14; 3.50004e-16
86.95; 3.14; 3.50004e-16
87; 3.14; 3.50004e-16
87; 3.14; 3.50004e-16
87.05; 3.14; 3.50004e-16
87.05; 3.14; 3.50004e-16
87.1; 3.14; 3.50004e-16
87.1; 3.14; 3.50004e-16
87.15; 3.14; 3.50004e-16
87.15; 3.14; 3.50004e-16
87.2; 3.14; 3.50004e-16
87.2; 3.14; 3.50004e-16
87.25; 3.14; 3.50004e-16
87.25; 3.14; 3.50004e-16
87.3; 3.14; 3.50004e-16
87.3; 3.14; 3.50004e-16
87.35; 3.14; 3.50004e-16
87.35; 3.14; 3.50004e-16
87.4; 3.14; 3.50004e-16
87.4; 3.14; 3.50004e-16
87.45; 3.14; 3.50004e-16
87.45; 3.14; 3.50004e-16
87.5; 3.14; 3.50004e-16
87.5; 3.14; 3.50004e-16
87.55; 3.14; 3.50004e-16
87.55; 3.14; 3.50004e-16
87.6; 3.14; 3.50004e-16
87.6; 3.14; 3.50004e-16
87.65; 3.14; 3.50004e-16
87.65; 3.14; 3.50004e-16
87.7; 3.14; 3.50004e-16
87.7; 3.14; 3.50004e-16
87.75; 3.14; 3.50004e-16
87.75; 3.14; 3.50004e-16
87.8; 3.14; 3.50004e-16
87.8; 3.14; 3.50004e-16
87.85; 3.14; 3.50004e-16
87.85; 3.14; 3.50004e-16
87.9; 3.14; 3.50004e-16
87.9; 3.14; 3.50004e-16
87.95; 3.14; 3.50004e-16
87.95; 3.14; 3.50004e-16
88; 3.14; 3.50004e-16
88; 3.14; 3.50004e-16
88.05; 3.14; 3.50004e-16
88.05; 3.14; 3.50004e-16
88.1; 3.14; 3.50004e-16
88.1; 3.14; 3.50004e-16
88.15; 3.14; 3.50004e-16
88.15; 3.14; 3.50004e-16
88.2; 3.14; 3.50004e-16
88.2; 3.14; 3.50004e-16
88.25; 3.14; 3.50004e-16
88.25; 3.14; 3.50004e-16
88.3; 3.14; 3.50004e-16
88.3; 3.14; 3.50004e-16
88.35; 3.14; 3.50004e-16
88.35; 3.14; 3.50004e-16
88.4; 3.14; 3.50004e-16
88.4; 3.14; 3.50004e-16
88.45; 3.14; 3.50004e-16
88.45; 3.14; 3.50004e-16
88.5; 3.14; 3.50004e-16
88.5; 3.14; 3.50004e-16
88.55; 3.14; 3.50004e-16
88.55; 3.14; 3.50004e-16
88.6; 3.14; 3.50004e-16
88.6; 3.14; 3.50004e-16
88.65; 3.14; 3.50004e-16
88.65; 3.14; 3.50004e-16
88.7; 3.14; 3.50004e-16
88.7; 3.14; 3.50004e-16
88.75; 3.14; 3.50004e-16
88.75; 3.14; 3.50004e-16
88.8; 3.14; 3.50004e-16
88.8; 3.14; 3.50004e-16
88.85; 3.14; 3.50004e-16
88.85; 3.14; 3.50004e-16
88.9; 3.14; 3.50004e-16
88.9; 3.14; 3.50004e-16
88.95; 3.14; 3.50004e-16
88.95; 3.14; 3.50004e-16
89; 3.14; 3.50004e-16
89; 3.14; 3.50004e-16
89.05; 3.14; 3.50004e-16
89.05; 3.14; 3.50004e-16
89.1; 3.14; 3.50004e-16
89.1; 3.14; 3.50004e-16
89.15; 3.14; 3.50004e-16
89.15; 3.14; 3.50004e-16
89.2; 3.14; 3.50004e-16
89.2; 3.14; 3.50004e-16
89.25; 3.14; 3.50004e-16
89.25; 3.14; 3.50004e-16
89.3; 3.14; 3.50004e-16
89.3; 3.14; 3.50004e-16
89.35; 3.14; 3.50004e-16
89.35; 3.14; 3.50004e-16
89.4; 3.14; 3.50004e-16
89.4; 3.14; 3.50004e-16
89.45; 3.14; 3.50004e-16
89.45; 3.14; 3.50004e-16
89.5; 3.14; 3.50004e-16
89.5; 3.14; 3.50004e-16
89.55; 3.14; 3.50004e-16
89.55; 3.14; 3.50004e-16
89.6; 3.14; 3.50004e-16
89.6; 3.14; 3.50004e-16
89.65; 3.14; 3.50004e-16
89.65; 3.14; 3.50004e-16
89.7; 3.14; 3.50004e-16
89.7; 3.14; 3.50004e-16
89.75; 3.14; 3.50004e-16
89.75; 3.14; 3.50004e-16
89.8; 3.14; 3.50004e-16
89.8; 3.14; 3.50004e-16
89.85; 3.14; 3.50004e-16
89.85; 3.14; 3.50004e-16
89.9; 3.14; 3.50004e-16
89.9; 3.14; 3.50004e-16
89.95; 3.14; 3.50004e-16
89.95; 3.14; 3.50004e-16
90; 3.14; 3.50004e-16
90; 3.14; 3.50004e-16
90.05; 3.14; 3.50004e-16
90.05; 3.14; 3.50004e-16
90.1; 3.14; 3.50004e-16
90.1; 3.14; 3.50004e-16
90.15; 3.14; 3.50004e-16
90.15; 3.14; 3.50004e-16
90.2; 3.14; 3.50004e-16
90.2; 3.14; 3.50004e-16
90.25; 3.14; 3.50004e-16
90.25; 3.14; 3.50004e-16
90.3; 3.14; 3.50004e-16
90.3; 3.14; 3.50004e-16
90.35; 3.14; 3.50004e-16
90.35; 3.14; 3.50004e-16
90.4; 3.14; 3.50004e-16
90.4; 3.14; 3.50004e-16
90.45; 3.14; 3.50004e-16
90.45; 3.14; 3.50004e-16
90.5; 3.14; 3.50004e-16
90.5; 3.14; 3.50004e-16
90.55; 3.14; 3.50004e-16
90.55; 3.14; 3.50004e-16
90.6; 3.14; 3.50004e-16
90.6; 3.14; 3.50004e-16
90.65; 3.14; 3.50004e-16
90.65; 3.14; 3.50004e-16
90.7; 3.14; 3.50004e-16
90.7; 3.14; 3.50004e-16
90.75; 3.14; 3.50004e-16
90.75; 3.14; 3.50004e-16
90.8; 3.14; 3.50004e-16
90.8; 3.14; 3.50004e-16
90.85; 3.14; 3.50004e-16
90.85; 3.14; 3.50004e-16
90.9; 3.14; 3.50004e-16
90.9; 3.14; 3.50004e-16
90.95; 3.14; 3.50004e-16
90.95; 3.14; 3.50004e-16
91; 3.14; 3.50004e-16
91; 3.14; 3.50004e-16
91.05; 3.14; 3.50004e-16
91.05; 3.14; 3.50004e-16
91.1; 3.14; 3.50004e-16
91.1; 3.14; 3.50004e-16
91.15; 3.14; 3.50004e-16
91.15; 3.14; 3.50004e-16
91.2; 3.14; 3.50004e-16
91.2; 3.14; 3.50004e-16
91.25; 3.14; 3.50004e-16
91.25; 3.14; 3.50004e-16
91.3; 3.14; 3.50004e-16
91.3; 3.14; 3.50004e-16
91.35; 3.14; 3.50004e-16
91.35; 3.14; 3.50004e-16
91.4; 3.14; 3.50004e-16
91.4; 3.14; 3.50004e-16
91.45; 3.14; 3.50004e-16
91.45; 3.14; 3.50004e-16
91.5; 3.14; 3.50004e-16
91.5; 3.14; 3.50004e-16
91.55; 3.14; 3.50004e-16
91.55; 3.14; 3.50004e-16
91.6; 3.14; 3.50004e-16
91.6; 3.14; 3.50004e-16
91.65; 3.14; 3.50004e-16
91.65; 3.14; 3.50004e-16
91.7; 3.14; 3.50004e-16
91.7; 3.14; 3.50004e-16
91.75; 3.14; 3.50004e-16
91.75; 3.14; 3.50004e-16
91.8; 3.14; 3.50004e-16
91.8; 3.14; 3.50004e-16
91.85; 3.14; 3.50004e-16
91.85; 3.14; 3.50004e-16
91.9; 3.14; 3.50004e-16
91.9; 3.14; 3.50004e-16
91.95; 3.14; 3.50004e-16
91.95; 3.14; 3.50004e-16
92; 3.14; 3.50004e-16
92; 3.14; 3.50004e-16
92.05; 3.14; 3.50004e-16
92.05; 3.14; 3.50004e-16
92.1; 3.14; 3.50004e-16
92.1; 3.14; 3.50004e-16
92.15; 3.14; 3.50004e-16
92.15; 3.14; 3.50004e-16
92.2; 3.14; 3.50004e-16
92.2; 3.14; 3.50004e-16
92.25; 3.14; 3.50004e-16
92.25; 3.14; 3.50004e-16
92.3; 3.14; 3.50004e-16
92.3; 3.14; 3.50004e-16
92.35; 3.14; 3.50004e-16
92.35; 3.14; 3.50004e-16
92.4; 3.14; 3.50004e-16
92.4; 3.14; 3.50004e-16
92.45; 3.14; 3.50004e-16
92.45; 3.14; 3.50004e-16
92.5; 3.14; 3.50004e-16
92.5; 3.14; 3.50004e-16
92.55; 3.14; 3.50004e-16
92.55; 3.14; 3.50004e-16
92.6; 3.14; 3.50004e-16
92.6; 3.14; 3.50004e-16
92.65; 3.14; 3.50004e-16
92.65; 3.14; 3.50004e-16
92.7; 3.14; 3.50004e-16
92.7; 3.14; 3.50004e-16
92.75; 3.14; 3.50004e-16
92.75; 3.14; 3.50004e-16
92.8; 3.14; 3.50004e-16
92.8; 3.14; 3.50004e-16
92.85; 3.14; 3.50004e-16
92.85; 3.14; 3.50004e-16
92.9; 3.14; 3.50004e-16
92.9; 3.14; 3.50004e-16
92.95; 3.14; 3.50004e-16
92.95; 3.14; 3.50004e-16
93; 3.14; 3.50004e-16
93; 3.14; 3.50004e-16
93.05; 3.14; 3.50004e-16
93.05; 3.14; 3.50004e-16
93.1; 3.14; 3.50004e-16
93.1; 3.14; 3.50004e-16
93.15; 3.14; 3.50004e-16
93.15; 3.14; 3.50004e-16
93.2; 3.14; 3.50004e-16
93.2; 3.14; 3.50004e-16
93.25; 3.14; 3.50004e-16
93.25; 3.14; 3.50004e-16
93.3; 3.14; 3.50004e-16
93.3; 3.14; 3.50004e-16
93.35; 3.14; 3.50004e-16
93.35; 3.14; 3.50004e-16
93.4; 3.14; 3.50004e-16
93.4; 3.14; 3.50004e-16
93.45; 3.14; 3.50004e-16
93.45; 3.14; 3.50004e-16
93.5; 3.14; 3.50004e-16
93.5; 3.14; 3.50004e-16
93.55; 3.14; 3.50004e-16
93.55; 3.14; 3.50004e-16
93.6; 3.14; 3.50004e-16
93.6; 3.14; 3.50004e-16
93.65; 3.14; 3.50004e-16
93.65; 3.14; 3.50004e-16
93.7; 3.14; 3.50004e-16
93.7; 3.14; 3.50004e-16
93.75; 3.14; 3.50004e-16
93.75; 3.14; 3.50004e-16
93.8; 3.14; 3.50004e-16
93.8; 3.14; 3.50004e-16
93.85; 3.14; 3.50004e-16
93.85; 3.14; 3.50004e-16
93.9; 3.14; 3.50004e-16
93.9; 3.14; 3.50004e-16
93.95; 3.14; 3.50004e-16
93.95; 3.14; 3.50004e-16
94; 3.14; 3.50004e-16
94; 3.14; 3.50004e-16
94.05; 3.14; 3.50004e-16
94.05; 3.14; 3.50004e-16
94.1; 3.14; 3.50004e-16
94.1; 3.14; 3.50004e-16
94.15; 3.14; 3.50004e-16
94.15; 3.14; 3.50004e-16
94.2; 3.14; 3.50004e-16
94.2; 3.14; 3.50004e-16
94.25; 3.14; 3.50004e-16
94.25; 3.14; 3.50004e-16
94.3; 3.14; 3.50004e-16
94.3; 3.14; 3.50004e-16
94.35; 3.14; 3.50004e-16
94.35; 3.14; 3.50004e-16
94.4; 3.14; 3.50004e-16
94.4; 3.14; 3.50004e-16
94.45; 3.14; 3.50004e-16
94.45; 3.14; 3.50004e-16
94.5; 3.14; 3.50004e-16
94.5; 3.14; 3.50004e-16
94.55; 3.14; 3.50004e-16
94.55; 3.14; 3.50004e-16
94.6; 3.14; 3.50004e-16
94.6; 3.14; 3.50004e-16
94.65; 3.14; 3.50004e-16
94.65; 3.14; 3.50004e-16
94.7; 3.14; 3.50004e-16
94.7; 3.14; 3.50004e-16
94.75; 3.14; 3.50004e-16
94.75; 3.14; 3.50004e-16
94.8; 3.14; 3.50004e-16
94.8; 3.14; 3.50004e-16
94.85; 3.14; 3.50004e-16
94.85; 3.14; 3.50004e-16
94.9; 3.14; 3.50004e-16
94.9; 3.14; 3.50004e-16
94.95; 3.14; 3.50004e-16
94.95; 3.14; 3.50004e-16
95; 3.14; 3.50004e-16
95; 3.14; 3.50004e-16
95.05; 3.14; 3.50004e-16
95.05; 3.14; 3.50004e-16
95.1; 3.14; 3.50004e-16
95.1; 3.14; 3.50004e-16
95.15; 3.14; 3.50004e-16
95.15; 3.14; 3.50004e-16
95.2; 3.14; 3.50004e-16
95.2; 3.14; 3.50004e-16
95.25; 3.14; 3.50004e-16
95.25; 3.14; 3.50004e-16
95.3; 3.14; 3.50004e-16
95.3; 3.14; 3.50004e-16
95.35; 3.14; 3.50004e-16
95.35; 3.14; 3.50004e-16
95.4; 3.14; 3.50004e-16
95.4; 3.14; 3.50004e-16
95.45; 3.14; 3.50004e-16
95.45; 3.14; 3.50004e-16
95.5; 3.14; 3.50004e-16
95.5; 3.14; 3.50004e-16
95.55; 3.14; 3.50004e-16
95.55; 3.14; 3.50004e-16
95.6; 3.14; 3.50004e-16
95.6; 3.14; 3.50004e-16
95.65; 3.14; 3.50004e-16
95.65; 3.14; 3.50004e-16
95.7; 3.14; 3.50004e-16
95.7; 3.14; 3.50004e-16
95.75; 3.14; 3.50004e-16
95.75; 3.14; 3.50004e-16
95.8; 3.14; 3.50004e-16
95.8; 3.14; 3.50004e-16
95.85; 3.14; 3.50004e-16
95.85; 3.14; 3.50004e-16
95.9; 3.14; 3.50004e-16
95.9; 3.14; 3.50004e-16
95.95; 3.14; 3.50004e-16
95.95; 3.14; 3.50004e-16
96; 3.14; 3.50004e-16
96; 3.14; 3.50004e-16
96.05; 3.14; 3.50004e-16
96.05; 3.14; 3.50004e-16
96.1; 3.14; 3.50004e-16
96.1; 3.14; 3.50004e-16
96.15; 3.14; 3.50004e-16
96.15; 3.14; 3.50004e-16
96.2; 3.14; 3.50004e-16
96.2; 3.14; 3.50004e-16
96.25; 3.14; 3.50004e-16
96.25; 3.14; 3.50004e-16
96.3; 3.14; 3.50004e-16
96.3; 3.14; 3.50004e-16
96.35; 3.14; 3.50004e-16
96.35; 3.14; 3.50004e-16
96.4; 3.14; 3.50004e-16
96.4; 3.14; 3.50004e-16
96.45; 3.14; 3.50004e-16
96.45; 3.14; 3.50004e-16
96.5; 3.14; 3.50004e-16
96.5; 3.14; 3.50004e-16
96.55; 3.14; 3.50004e-16
96.55; 3.14; 3.50004e-16
96.6; 3.14; 3.50004e-16
96.6; 3.14; 3.50004e-16
96.65; 3.14; 3.50004e-16
96.65; 3.14; 3.50004e-16
96.7; 3.14; 3.50004e-16
96.7; 3.14; 3.50004e-16
96.75; 3.14; 3.50004e-16
96.75; 3.14; 3.50004e-16
96.8; 3.14; 3.50004e-16
96.8; 3.14; 3.50004e-16
96.85; 3.14; 3.50004e-16
96.85; 3.14; 3.50004e-16
96.9; 3.14; 3.50004e-16
96.9; 3.14; 3.50004e-16
96.95; 3.14; 3.50004e-16
96.95; 3.14; 3.50004e-16
97; 3.14; 3.50004e-16
97; 3.14; 3.50004e-16
97.05; 3.14; 3.50004e-16
97.05; 3.14; 3.50004e-16
97.1; 3.14; 3.50004e-16
97.1; 3.14; 3.50004e-16
97.15; 3.14; 3.50004e-16
97.15; 3.14; 3.50004e-16
97.2; 3.14; 3.50004e-16
97.2; 3.14; 3.50004e-16
97.25; 3.14; 3.50004e-16
97.25; 3.14; 3.50004e-16
97.3; 3.14; 3.50004e-16
97.3; 3.14; 3.50004e-16
97.35; 3.14; 3.50004e-16
97.35; 3.14; 3.50004e-16
97.4; 3.14; 3.50004e-16
97.4; 3.14; 3.50004e-16
97.45; 3.14; 3.50004e-16
97.45; 3.14; 3.50004e-16
97.5; 3.14; 3.50004e-16
97.5; 3.14; 3.50004e-16
97.55; 3.14; 3.50004e-16
97.55; 3.14; 3.50004e-16
97.6; 3.14; 3.50004e-16
97.6; 3.14; 3.50004e-16
97.65; 3.14; 3.50004e-16
97.65; 3.14; 3.50004e-16
97.7; 3.14; 3.50004e-16
97.7; 3.14; 3.50004e-16
97.75; 3.14; 3.50004e-16
97.75; 3.14; 3.50004e-16
97.8; 3.14; 3.50004e-16
97.8; 3.14; 3.50004e-16
97.85; 3.14; 3.50004e-16
97.85; 3.14; 3.50004e-16
97.9; 3.14; 3.50004e-16
97.9; 3.14; 3.50004e-16
97.95; 3.14; 3.50004e-16
97.95; 3.14; 3.50004e-16
98; 3.14; 3.50004e-16
98; 3.14; 3.50004e-16
98.05; 3.14; 3.50004e-16
98.05; 3.14; 3.50004e-16
98.1; 3.14; 3.50004e-16
98.1; 3.14; 3.50004e-16
98.15; 3.14; 3.50004e-16
